EQ_ID,Mag
006446,8.2
006447,8.1
006448,8.1
006449,8.2
006450,8.2
006452,8.0
006455,8.2
006457,8.2
006459,8.2
006460,8.1
006461,8.3
006462,8.1
006465,8.1
006466,8.2
006468,8.3
006469,8.0
006470,8.0
006471,8.0
006472,8.4
006473,8.2
006474,8.1
006475,8.1
006477,8.2
006478,8.3
006479,8.2
006480,8.2
006481,8.2
006482,8.2
006483,8.4
006484,8.1
006485,8.1
006488,8.3
006489,8.3
006490,8.2
006491,8.1
006492,8.3
006493,8.1
006494,8.2
006495,8.2
006496,8.0
006497,8.0
006499,8.1
006501,8.0
006502,8.2
006504,8.2
006505,8.1
006507,8.3
006509,8.3
006510,8.3
006511,8.1
006512,8.2
006513,8.3
006514,8.2
006517,8.1
006518,8.3
006520,8.2
006521,8.3
006522,8.0
006523,8.3
006525,8.2
006527,8.3
006528,8.0
006529,8.1
006530,8.1
006531,8.1
006532,8.2
006533,8.0
006534,8.2
006535,8.2
006537,8.0
006538,8.2
006539,8.2
006540,8.1
006541,8.1
006542,8.2
006543,8.3
006544,8.2
006545,8.1
006548,8.1
006549,8.2
006550,8.3
006553,8.2
006554,8.0
006555,8.2
006556,8.3
006558,8.2
006560,8.3
006561,8.2
006562,8.1
006564,7.8
006565,8.1
006566,8.0
006568,8.2
006570,8.1
006572,8.1
006573,8.3
006575,8.3
006577,8.1
006578,8.2
006579,8.4
006580,8.1
006581,8.2
006582,8.2
006583,8.1
006584,8.1
006586,8.3
006587,8.2
006589,8.2
006590,8.1
006591,8.2
006594,8.0
006596,8.1
006597,8.4
006598,8.1
006599,8.3
006601,8.2
006602,8.2
006604,8.2
006607,8.5
006608,8.1
006610,8.0
006611,8.1
006612,8.1
006613,8.2
006614,8.0
006615,8.1
006616,8.2
006617,8.4
006618,8.3
006621,8.2
006622,8.3
006623,8.0
006625,8.2
006628,8.0
006629,8.0
006630,8.0
006632,8.2
006633,8.3
006635,8.2
006637,8.1
006638,8.1
006639,8.2
006641,8.3
006642,8.2
006644,8.2
006647,8.2
006648,8.1
006649,8.3
006650,8.2
006653,8.3
006654,7.9
006655,8.2
006656,8.2
006657,8.2
006658,8.3
006659,8.2
006660,8.3
006661,8.3
006662,8.1
006663,8.3
006665,8.3
006666,8.1
006667,8.0
006669,8.4
006670,8.1
006671,8.0
006672,8.0
006673,8.3
006675,8.2
006676,8.4
006678,8.0
006679,8.3
006680,8.2
006681,8.1
006682,8.2
006683,8.2
006684,8.0
006687,8.3
006690,8.1
006692,8.4
006693,8.2
006694,8.0
006697,8.1
006699,8.1
006700,8.2
006702,8.4
006705,8.0
006706,8.3
006708,8.1
006711,8.2
006712,8.3
006713,8.1
006714,8.2
006715,8.3
006716,8.1
006717,8.2
006718,8.1
006719,8.3
006721,8.1
006723,8.2
006724,8.2
006725,8.1
006726,8.0
006727,8.2
006728,8.1
006733,8.1
006734,8.4
006738,8.0
006739,8.0
006740,8.5
006741,8.0
006742,8.2
006744,8.4
006745,8.2
006746,7.9
006748,8.5
006750,8.2
006751,8.3
006752,8.1
006753,8.2
006757,8.2
006758,8.1
006759,8.2
006760,8.2
006761,8.1
006762,8.2
006764,8.3
006765,8.1
006766,8.0
006768,8.2
006769,8.0
006772,8.2
006775,8.4
006777,8.2
006778,8.1
006779,8.2
006780,8.0
006784,8.3
006785,8.1
006786,8.3
006787,8.2
006788,7.9
006789,8.0
006790,8.0
006791,8.3
006792,8.1
006794,8.2
006795,8.2
006797,8.4
006799,8.1
006802,8.1
006803,8.2
006804,8.3
006805,8.2
006807,8.0
006808,8.0
006809,8.2
006810,8.2
006811,7.9
006815,8.3
006819,8.3
006820,8.2
006821,8.5
006823,8.2
006824,8.1
006825,8.0
006826,8.2
006827,8.1
006828,8.3
006829,8.2
006830,8.3
006831,8.2
006832,8.1
006834,8.0
006835,8.3
006836,8.4
006837,8.3
006838,8.3
006840,8.3
006841,8.0
006842,8.0
006843,7.9
006844,8.3
006845,8.2
006846,8.3
006847,8.0
006848,8.1
006849,8.1
006852,8.0
006853,8.3
006854,8.3
006855,8.0
006857,8.1
006858,8.3
006859,8.0
006861,8.2
006863,8.3
006865,8.1
006866,8.3
006868,8.2
006869,8.3
006870,8.4
006871,7.9
006872,8.3
006873,8.2
006874,8.6
006875,8.0
006877,8.3
006878,8.4
006879,8.5
006880,8.1
006881,8.2
006884,8.3
006885,8.2
006887,8.2
006888,8.1
006893,8.1
006894,7.9
006896,7.8
006898,8.4
006901,8.3
006903,8.3
006905,8.5
006906,8.3
006907,8.0
006908,8.3
006910,7.8
006912,8.0
006913,8.3
006914,8.3
006915,8.1
006916,8.3
006917,8.1
006918,8.1
006920,8.2
006922,8.2
006923,8.3
006924,8.0
006925,8.1
006926,8.3
006927,8.3
006928,8.2
006929,8.1
006930,8.2
006931,8.4
006932,8.2
006933,8.2
006934,8.0
006935,8.1
006936,8.0
006937,8.2
006938,8.1
006939,8.1
006940,8.3
006941,8.2
006942,8.4
006947,8.0
006948,8.2
006949,8.3
006950,8.1
006951,8.1
006952,8.2
006954,8.1
006955,8.0
006956,8.1
006958,8.1
006959,8.3
006960,8.3
006961,8.1
006962,8.1
006965,8.1
006966,8.1
006970,8.4
006971,7.9
006972,8.2
006973,8.1
006974,8.3
006975,7.9
006977,8.1
006978,8.2
006979,8.4
006980,8.0
006981,8.2
006982,8.1
006983,8.1
006984,8.1
006985,8.1
006986,8.0
006988,8.1
006989,8.1
006990,8.1
006992,8.1
006994,8.1
006995,8.2
006997,8.0
006998,8.0
007000,8.2
007001,8.2
007002,8.0
007003,8.2
007004,8.0
007005,8.3
007006,8.2
007007,8.1
007009,8.0
007010,8.0
007012,8.3
007013,8.4
007014,8.2
007015,8.2
007017,8.2
007018,8.2
007021,8.2
007023,8.1
007024,8.0
007025,8.4
007026,8.1
007027,8.3
007028,8.2
007029,8.1
007031,8.1
007032,8.0
007033,8.1
007035,8.3
007036,8.2
007037,8.2
007038,8.1
007039,8.2
007042,8.3
007044,8.2
007045,8.2
007046,8.2
007047,8.1
007048,8.3
007050,7.9
007051,8.2
007053,8.3
007054,8.3
007055,7.9
007057,8.3
007060,8.2
007061,8.0
007062,8.2
007063,8.3
007064,8.1
007065,8.0
007066,7.9
007067,8.1
007068,7.8
007069,8.1
007070,8.0
007071,8.2
007072,8.1
007073,8.1
007074,8.2
007075,8.2
007076,8.1
007077,8.0
007079,7.9
007080,8.1
007081,8.1
007083,8.0
007086,8.0
007087,8.2
007090,8.2
007091,8.1
007093,8.2
007095,8.3
007096,8.0
007097,8.1
007098,8.1
007099,8.0
007100,8.1
007101,8.1
007103,8.4
007104,8.3
007105,8.2
007109,8.2
007110,8.3
007113,8.1
007114,8.1
007115,8.3
007116,8.4
007117,8.2
007120,8.2
007121,8.1
007122,8.1
007124,8.1
007125,8.1
007126,8.0
007127,8.3
007128,8.4
007129,8.3
007131,8.1
007132,8.2
007133,8.0
007134,8.2
007135,8.1
007138,8.0
007140,8.1
007141,7.8
007143,8.2
007145,8.0
007147,8.3
007148,8.2
007151,8.1
007152,8.2
007153,8.1
007154,8.1
007155,8.2
007156,8.1
007157,8.1
007158,8.1
007159,8.0
007160,8.2
007162,8.2
007165,8.3
007166,8.3
007167,8.3
007169,8.0
007170,8.2
007171,8.1
007172,8.1
007174,8.0
007175,8.0
007177,8.0
007178,8.3
007179,8.1
007180,7.8
007181,8.1
007182,8.3
007185,8.2
007187,8.3
007188,8.3
007191,8.0
007192,8.3
007193,8.1
007195,8.3
007196,8.0
007197,8.2
007198,8.3
007199,8.0
007201,8.6
007204,8.2
007205,8.2
007207,8.0
007209,8.1
007211,8.3
007212,8.1
007213,8.2
007214,8.0
007216,8.2
007218,8.2
007219,8.3
007221,8.0
007223,8.3
007226,8.0
007227,8.2
007228,8.2
007229,8.1
007230,8.4
007232,8.0
007233,8.1
007234,8.4
007235,8.3
007236,8.1
007237,8.1
007238,8.2
007240,8.1
007242,8.2
007244,8.0
007245,8.2
007246,8.1
007249,8.2
007250,8.2
007253,8.3
007254,8.3
007256,8.1
007257,8.1
007259,8.0
007261,8.1
007262,8.1
007263,8.4
007265,8.2
007266,8.3
007267,8.2
007268,8.1
007269,8.1
007270,8.1
007271,8.1
007272,8.0
007275,8.1
007276,7.9
007277,8.0
007278,8.1
007279,8.2
007280,8.2
007281,8.3
007282,8.1
007283,8.2
007284,8.2
007285,8.2
007286,8.2
007289,8.1
007290,8.1
007291,8.1
007293,8.2
007294,8.3
007295,8.4
007296,8.1
007297,8.2
007298,8.1
007299,8.4
007300,8.2
007301,8.1
007303,8.0
007305,8.1
007306,7.7
007307,8.3
007308,8.4
007309,8.4
007311,8.1
007312,8.4
007314,8.3
007315,8.2
007316,8.0
007317,8.3
007318,8.1
007321,8.2
007322,8.1
007324,8.3
007325,8.4
007326,8.2
007331,8.0
007332,7.9
007334,8.1
007335,8.2
007337,8.2
007338,8.2
007339,8.4
007341,8.2
007342,8.2
007344,7.9
007345,8.0
007346,8.3
007348,8.2
007349,8.3
007350,8.1
007351,8.1
007352,8.3
007354,8.4
007355,8.2
007360,8.2
007361,8.1
007363,8.2
007364,8.3
007365,8.2
007366,8.2
007367,8.3
007368,8.0
007369,8.5
007370,8.1
007372,8.0
007373,8.0
007375,8.2
007376,8.4
007377,8.3
007378,8.2
007379,8.2
007383,8.3
007384,8.3
007387,8.1
007388,8.2
007390,8.2
007392,8.4
007394,8.0
007397,8.2
007398,8.1
007399,8.0
007401,8.3
007402,8.1
007403,8.0
007404,8.2
007405,8.3
007406,8.1
007408,8.3
007409,8.1
007411,8.3
007412,8.1
007413,8.2
007414,8.0
007415,8.2
007418,8.1
007419,8.1
007420,8.3
007421,8.1
007422,8.1
007423,8.3
007424,8.2
007425,8.0
007428,8.3
007430,8.2
007431,8.0
007432,8.0
007433,8.2
007434,8.2
007437,8.3
007438,8.2
007439,8.4
007440,8.2
007441,8.0
007442,8.1
007444,8.0
007447,8.3
007448,8.2
007450,8.0
007451,8.2
007452,8.3
007453,8.2
007455,8.2
007457,7.8
007458,8.3
007459,8.2
007460,8.1
007461,8.2
007462,8.0
007463,8.2
007464,8.3
007465,8.1
007466,8.2
007467,8.0
007470,8.0
007471,8.2
007473,8.3
007474,8.2
007475,8.0
007476,8.2
007477,8.2
007479,8.1
007482,8.2
007484,8.1
007486,8.0
007487,8.0
007488,8.3
007489,8.1
007490,7.9
007492,8.4
007493,8.3
007494,8.2
007495,8.2
007496,8.2
007498,8.0
007499,8.1
007500,8.3
007501,8.1
007503,8.3
007504,7.9
007505,8.1
007506,8.0
007507,8.1
007508,8.0
007509,8.1
007510,8.1
007511,8.1
007512,8.3
007513,8.3
007514,8.1
007515,8.1
007518,8.1
007519,8.1
007520,8.0
007521,8.3
007522,8.0
007525,8.2
007526,8.3
007527,8.4
007528,8.2
007529,8.1
007530,8.1
007531,8.1
007532,8.0
007534,8.3
007535,8.1
007536,8.1
007537,8.2
007538,8.2
007539,8.2
007541,8.2
007542,8.3
007545,8.2
007546,8.0
007547,8.4
007548,8.2
007550,8.2
007552,8.1
007553,8.0
007554,8.0
007555,8.1
007556,8.2
007558,8.0
007560,8.1
007561,8.2
007562,8.2
007563,8.0
007564,8.3
007565,8.0
007566,8.0
007567,8.1
007568,8.2
007569,8.1
007571,8.4
007573,8.1
007577,8.0
007578,8.0
007579,8.3
007581,8.2
007584,8.2
007586,8.0
007587,8.2
007588,8.3
007589,7.9
007590,8.1
007592,8.2
007593,7.9
007594,8.3
007595,8.1
007596,8.2
007597,8.3
007599,8.1
007600,8.0
007601,8.2
007603,8.1
007605,8.2
007609,8.0
007610,8.2
007611,8.0
007614,8.2
007616,7.9
007617,8.3
007618,8.3
007622,8.3
007624,8.3
007625,8.3
007627,8.4
007629,8.0
007630,8.1
007631,8.2
007632,8.1
007633,8.1
007634,8.2
007635,8.1
007636,8.0
007637,7.9
007638,8.1
007642,8.0
007643,8.1
007644,8.2
007645,8.1
007647,8.0
007648,8.2
007649,8.2
007650,8.4
007651,7.9
007652,8.3
007653,8.1
007659,8.2
007661,8.3
007662,8.1
007663,8.0
007664,8.1
007665,8.1
007666,8.2
007667,8.0
007669,8.1
007671,8.4
007673,8.5
007675,8.3
007676,8.0
007677,8.2
007679,8.1
007681,8.2
007682,7.9
007683,8.1
007686,8.0
007687,7.9
007688,8.2
007689,8.3
007690,8.1
007691,8.0
007692,8.1
007693,8.1
007694,8.1
007697,8.0
007698,8.3
007699,8.0
007700,8.3
007701,7.8
007705,8.2
007706,8.1
007707,8.1
007708,8.1
007710,8.2
007711,8.3
007712,8.1
007713,8.3
007714,8.1
007718,8.3
007720,8.5
007721,8.2
007722,8.3
007723,8.1
007724,8.1
007725,8.4
007729,8.0
007730,8.4
007731,8.1
007733,8.0
007736,8.2
007737,8.4
007738,8.3
007739,8.2
007740,8.3
007741,8.1
007743,8.1
007745,8.4
007746,7.9
007747,7.8
007748,8.3
007749,8.3
007750,8.3
007751,8.2
007752,8.0
007753,8.2
007754,7.9
007755,8.0
007756,7.9
007760,8.1
007761,8.2
007763,8.2
007764,7.9
007766,8.1
007767,8.2
007768,8.0
007769,8.1
007770,8.0
007771,8.0
007772,8.1
007773,8.1
007774,8.2
007775,8.2
007776,8.3
007779,8.1
007780,8.0
007781,8.0
007782,8.1
007783,8.2
007784,8.2
007785,8.3
007786,8.0
007787,8.1
007788,8.3
007789,8.4
007790,8.1
007791,8.4
007792,8.1
007793,8.1
007794,8.1
007795,8.2
007796,8.3
007797,8.2
007798,8.2
007799,8.2
007800,8.1
007801,8.3
007802,8.1
007804,8.2
007805,8.2
007806,8.3
007807,7.9
007808,8.3
007809,8.3
007814,8.0
007816,8.2
007817,8.2
007818,8.1
007820,8.2
007821,8.0
007822,8.1
007823,8.2
007824,8.3
007825,8.2
007826,8.5
007828,8.0
007829,8.4
007830,8.2
007832,8.3
007833,8.1
007834,8.2
007835,8.1
007836,8.1
007837,8.2
007840,8.2
007841,8.2
007842,8.2
007843,8.1
007844,8.3
007845,8.2
007846,8.2
007847,8.3
007848,8.1
007849,8.2
007850,8.1
007853,8.0
007854,8.0
007855,8.1
007856,8.1
007857,8.2
007861,8.2
007863,7.9
007864,8.1
007865,8.1
007866,8.1
007867,8.3
007868,8.3
007871,8.3
007872,8.2
007874,8.0
007875,8.1
007876,8.3
007877,8.1
007878,8.2
007879,8.1
007880,8.2
007881,8.0
007883,8.2
007884,8.2
007885,8.2
007886,8.3
007887,8.2
007888,8.3
007891,8.3
007892,8.2
007893,8.3
007894,8.0
007895,8.3
007897,8.2
007899,8.1
007902,8.2
007903,8.2
007904,8.1
007906,8.3
007907,8.1
007908,8.2
007910,8.0
007911,8.3
007913,8.2
007914,8.1
007915,8.1
007916,8.1
007917,8.3
007918,8.3
007921,8.5
007922,8.2
007923,8.1
007924,8.2
007926,8.3
007928,8.1
007929,8.3
007930,8.3
007931,8.2
007932,8.3
007933,8.3
007934,8.1
007935,8.2
007936,8.1
007938,8.0
007939,8.0
007940,8.3
007943,8.2
007946,8.1
007948,8.3
007949,8.0
007950,8.2
007951,8.3
007952,8.2
007953,8.4
007955,8.3
007956,8.0
007958,8.0
007959,8.2
007960,8.0
007961,8.3
007962,8.3
007963,8.3
007964,8.2
007965,8.1
007968,8.1
007969,8.3
007971,8.3
007972,8.1
007973,8.1
007974,8.1
007975,8.2
007976,8.1
007977,7.9
007979,8.3
007980,8.0
007981,8.2
007982,8.3
007983,8.1
007984,8.3
007985,8.2
007986,8.3
007987,8.3
007989,8.0
007990,8.0
007991,8.4
007992,8.2
007993,8.1
007994,8.2
007995,8.0
007996,8.2
007998,8.6
007999,8.1
008001,8.3
008002,8.3
008003,8.3
008004,8.1
008005,8.3
008006,8.3
008007,8.3
008008,8.1
008009,8.2
008010,8.3
008012,8.5
008013,8.3
008014,8.2
008015,8.2
008016,8.4
008017,8.3
008019,8.2
008020,8.3
008022,8.4
008025,8.4
008026,8.2
008027,8.4
008028,8.3
008029,8.3
008030,8.2
008031,8.5
008032,8.2
008033,8.1
008034,8.5
008035,8.4
008036,8.1
008037,8.2
008039,8.5
008041,8.1
008043,8.2
008046,8.4
008048,8.1
008049,8.3
008051,8.3
008052,8.2
008053,8.3
008054,8.2
008055,8.3
008056,8.4
008058,8.4
008059,8.2
008060,8.6
008061,8.4
008063,8.0
008064,8.5
008065,8.5
008066,8.3
008067,8.4
008068,8.5
008069,8.2
008071,8.1
008072,8.4
008073,8.2
008076,8.2
008078,8.3
008079,8.3
008081,8.5
008082,8.5
008083,8.6
008084,8.1
008085,8.4
008087,8.4
008088,8.5
008089,8.0
008091,8.6
008092,8.2
008094,8.1
008095,8.4
008096,8.2
008097,8.3
008098,8.2
008099,8.4
008101,8.3
008103,8.3
008104,8.2
008105,8.1
008106,8.4
008108,8.4
008109,8.1
008111,8.1
008112,8.2
008113,8.4
008114,8.2
008115,8.2
008116,8.2
008118,8.3
008120,8.1
008121,8.3
008122,8.4
008123,8.4
008124,8.2
008126,8.2
008128,8.3
008129,8.3
008130,8.2
008131,8.2
008133,8.5
008134,8.4
008136,8.3
008137,8.3
008138,8.4
008139,8.3
008140,8.3
008141,8.2
008142,8.2
008144,8.2
008145,8.2
008146,8.5
008147,8.2
008148,8.2
008149,8.3
008150,8.3
008152,8.3
008153,8.2
008154,8.3
008155,8.4
008157,8.3
008158,8.4
008159,8.1
008161,8.4
008162,8.1
008164,8.5
008165,8.3
008166,8.3
008168,8.2
008171,8.3
008172,8.1
008173,8.2
008174,8.2
008175,8.4
008177,8.3
008178,8.5
008179,8.0
008181,8.4
008183,8.2
008185,8.2
008186,8.1
008187,8.6
008189,8.4
008190,8.2
008191,8.4
008192,8.2
008193,8.4
008194,8.3
008196,8.4
008197,8.1
008198,8.2
008199,8.4
008200,8.2
008201,8.5
008202,8.2
008204,8.3
008205,8.2
008206,8.5
008207,8.2
008209,8.3
008210,8.2
008211,8.6
008212,8.3
008213,8.4
008214,8.3
008215,8.3
008217,8.3
008218,8.4
008219,8.3
008221,8.3
008222,8.4
008223,8.4
008226,8.2
008227,8.2
008230,8.4
008231,8.5
008232,8.2
008233,8.2
008235,8.4
008236,8.2
008237,8.3
008238,8.3
008239,8.3
008240,8.2
008242,8.3
008243,8.3
008244,8.3
008245,8.3
008248,8.5
008249,8.3
008250,8.2
008251,8.2
008252,8.3
008254,8.3
008255,8.1
008256,8.3
008260,8.4
008261,8.2
008262,8.3
008263,8.3
008264,8.1
008266,8.3
008267,8.1
008268,8.1
008269,8.3
008270,8.1
008271,8.1
008272,8.4
008273,8.3
008275,8.3
008276,8.2
008278,8.2
008279,8.3
008280,8.1
008281,8.2
008282,8.4
008284,8.3
008285,8.0
008286,8.2
008288,8.3
008290,8.2
008291,8.3
008292,8.2
008295,8.5
008298,8.3
008300,8.3
008301,8.2
008303,8.5
008305,8.1
008306,8.5
008307,8.1
008308,8.3
008311,8.3
008314,8.2
008315,8.3
008316,8.4
008317,8.4
008319,8.3
008320,8.3
008321,8.1
008324,8.3
008325,8.2
008327,8.3
008328,8.4
008329,8.3
008330,8.5
008331,8.3
008332,8.4
008335,8.1
008336,8.4
008337,8.4
008338,8.2
008339,8.3
008340,8.3
008344,8.5
008348,8.2
008349,8.3
008353,8.3
008354,8.3
008356,8.3
008358,8.3
008359,8.3
008360,8.0
008361,8.1
008362,8.3
008363,8.3
008365,8.3
008367,8.2
008369,8.2
008370,8.3
008372,8.3
008374,8.3
008375,8.3
008378,8.4
008379,8.3
008380,8.1
008381,8.2
008382,8.3
008383,8.3
008385,8.0
008387,8.3
008388,8.4
008389,8.1
008390,8.4
008391,8.3
008394,8.0
008395,8.3
008396,8.2
008397,8.3
008403,8.0
008404,8.5
008405,8.5
008406,8.0
008407,8.3
008410,8.3
008411,8.3
008412,8.2
008413,8.1
008414,8.3
008415,8.2
008416,8.3
008417,8.4
008418,8.1
008420,8.4
008421,8.1
008422,8.2
008423,8.1
008424,8.3
008425,8.2
008428,8.2
008430,8.4
008432,8.1
008433,8.4
008434,8.3
008435,8.2
008436,8.1
008440,8.3
008443,8.2
008444,8.3
008445,8.2
008446,8.5
008447,8.0
008448,8.4
008449,8.1
008450,8.3
008452,8.1
008453,8.5
008454,8.2
008455,8.2
008456,8.3
008457,8.4
008458,8.0
008459,8.2
008460,8.3
008461,8.3
008462,8.2
008463,8.3
008466,8.3
008468,8.3
008469,8.3
008470,8.6
008472,8.3
008473,8.2
008475,8.3
008476,8.2
008477,8.1
008478,8.4
008479,8.2
008480,8.4
008481,8.3
008483,8.1
008484,8.2
008485,8.3
008487,8.0
008489,8.6
008490,8.1
008492,8.4
008493,8.3
008494,8.1
008495,8.6
008496,8.3
008497,8.4
008498,8.3
008499,8.4
008500,8.2
008501,8.3
008502,8.1
008503,8.3
008504,8.3
008505,8.2
008506,8.5
008507,8.5
008508,8.4
008510,8.2
008511,8.2
008512,8.3
008513,8.2
008514,8.3
008515,8.3
008516,8.4
008517,8.2
008520,8.3
008521,8.2
008522,8.2
008526,8.0
008527,8.1
008529,8.4
008531,8.1
008536,8.1
008537,8.4
008539,8.1
008540,8.2
008541,8.2
008542,8.5
008543,8.2
008544,8.0
008548,8.3
008550,8.2
008551,8.3
008552,8.4
008553,8.1
008554,8.2
008555,8.4
008556,8.5
008557,8.3
008558,8.3
008560,8.1
008564,8.3
008565,8.2
008566,8.0
008567,8.4
008568,8.3
008570,8.2
008571,8.2
008572,8.5
008573,8.2
008574,8.3
008575,8.3
008577,8.4
008579,8.2
008580,8.0
008582,8.2
008583,8.2
008585,8.3
008586,8.1
008587,8.2
008588,8.3
008589,8.4
008591,8.5
008594,8.0
008595,8.2
008596,8.1
008597,8.2
008598,8.3
008599,8.1
008600,8.4
008601,8.5
008602,8.4
008603,8.3
008604,8.2
008605,8.1
008606,8.2
008608,8.2
008609,8.4
008610,8.3
008611,8.0
008612,8.3
008613,8.4
008615,8.4
008617,8.3
008618,8.1
008619,8.3
008620,8.6
008621,8.2
008622,8.3
008623,8.3
008624,8.3
008625,8.1
008626,8.4
008628,8.2
008632,8.3
008633,8.3
008634,8.2
008635,8.5
008636,8.2
008637,8.2
008638,8.4
008640,8.2
008642,8.3
008643,8.2
008644,8.0
008645,8.3
008646,8.4
008647,8.1
008648,8.4
008649,8.2
008650,8.1
008651,8.2
008652,8.4
008654,8.4
008655,8.1
008656,8.5
008657,8.3
008658,8.5
008660,8.5
008661,8.2
008662,8.2
008663,8.1
008664,8.2
008665,8.2
008666,8.5
008667,8.3
008668,8.3
008669,8.2
008671,8.4
008672,8.2
008673,8.3
008674,8.3
008676,8.2
008678,8.2
008679,8.2
008681,8.3
008682,8.3
008683,8.5
008685,8.2
008687,8.2
008688,8.2
008691,8.2
008692,8.3
008694,8.2
008695,8.4
008696,8.3
008697,8.4
008698,8.4
008699,8.3
008700,8.4
008703,8.6
008704,8.2
008705,8.6
008706,8.4
008708,8.2
008709,8.3
008710,8.2
008711,8.3
008712,8.3
008713,8.3
008714,8.4
008715,8.3
008716,8.4
008717,8.2
008718,8.2
008719,8.1
008720,8.5
008723,8.2
008724,8.2
008726,8.4
008727,8.3
008728,8.3
008729,8.4
008730,8.3
008731,8.3
008732,8.3
008735,8.2
008736,8.2
008737,8.6
008738,8.1
008740,8.2
008741,8.2
008742,8.3
008746,8.2
008747,8.2
008748,8.4
008751,8.4
008752,8.4
008753,8.2
008754,8.4
008755,8.5
008756,8.3
008757,8.2
008758,8.1
008759,8.3
008760,8.3
008761,8.2
008762,8.3
008763,8.2
008764,8.2
008767,8.2
008768,8.3
008769,8.2
008770,8.5
008771,8.2
008772,8.2
008773,8.4
008775,8.3
008776,8.0
008777,8.2
008778,8.2
008780,8.3
008781,8.1
008783,8.2
008785,8.3
008786,8.0
008787,8.3
008789,8.2
008790,8.3
008793,8.4
008794,8.3
008796,8.2
008797,8.0
008798,8.3
008800,8.3
008801,8.2
008803,8.2
008806,8.2
008808,8.2
008810,8.2
008811,8.2
008812,8.4
008814,8.3
008815,8.3
008816,8.5
008818,8.2
008819,8.5
008820,8.2
008821,8.4
008823,8.5
008826,8.1
008827,8.3
008830,8.1
008831,8.3
008833,8.4
008835,8.4
008836,8.3
008837,8.1
008839,8.3
008840,8.2
008841,7.9
008843,8.1
008844,8.5
008845,8.3
008846,8.3
008847,8.3
008848,8.3
008849,8.3
008850,8.3
008851,8.1
008852,8.4
008853,8.4
008854,8.1
008855,8.4
008856,8.6
008858,8.2
008859,8.5
008860,8.3
008861,8.3
008864,8.3
008865,8.2
008866,8.1
008868,8.3
008869,8.3
008870,8.2
008871,8.1
008872,8.3
008873,8.1
008876,8.3
008877,8.4
008879,8.5
008880,8.2
008881,8.3
008882,8.2
008883,8.5
008884,8.3
008885,8.5
008888,8.2
008889,8.3
008890,8.2
008891,8.4
008892,8.1
008894,8.4
008897,8.4
008901,8.2
008904,8.2
008905,8.4
008906,8.3
008908,8.1
008909,8.2
008911,8.4
008912,8.3
008913,8.3
008914,8.4
008916,8.3
008917,8.3
008918,8.2
008919,8.2
008920,8.4
008921,8.2
008922,8.2
008923,8.3
008924,8.5
008925,8.2
008926,8.2
008927,8.4
008929,8.3
008931,8.3
008932,8.3
008933,8.3
008936,8.6
008937,8.3
008939,8.4
008941,8.3
008942,8.6
008943,8.4
008944,8.4
008945,8.1
008947,8.4
008948,8.1
008949,8.3
008951,8.1
008953,8.6
008954,8.1
008958,8.3
008960,8.2
008961,8.0
008962,8.3
008963,8.2
008964,8.4
008965,8.1
008966,8.1
008970,8.3
008973,8.2
008976,8.2
008977,8.5
008979,8.4
008980,8.3
008982,8.1
008983,8.4
008985,8.1
008987,8.3
008990,8.0
008991,8.3
008992,8.2
008994,8.2
008995,8.1
008996,8.3
008997,8.1
008998,8.0
009000,8.4
009002,8.2
009003,8.3
009004,8.4
009007,8.1
009009,8.3
009010,8.3
009011,8.2
009012,8.3
009013,8.1
009014,8.2
009015,8.1
009016,8.2
009017,8.3
009018,8.3
009019,8.5
009020,8.3
009021,8.4
009023,8.2
009024,8.3
009025,8.1
009026,8.2
009027,8.4
009028,8.4
009029,8.2
009031,8.3
009032,8.1
009033,8.1
009034,8.2
009035,8.5
009036,8.0
009037,8.3
009038,8.2
009039,8.1
009040,8.4
009041,8.1
009042,8.4
009044,8.4
009046,8.3
009047,8.2
009048,8.1
009049,8.2
009050,8.3
009051,8.2
009052,8.4
009053,8.4
009054,8.1
009056,8.3
009058,8.5
009059,8.4
009060,8.4
009062,8.1
009063,8.3
009065,8.2
009066,8.2
009067,8.2
009068,8.2
009069,8.1
009070,8.1
009071,8.2
009072,8.3
009074,8.2
009075,8.3
009079,8.0
009081,8.5
009082,8.3
009083,8.3
009085,8.3
009087,8.1
009089,8.3
009091,8.4
009092,8.2
009094,8.3
009095,8.3
009097,8.3
009098,8.4
009099,8.6
009100,8.3
009101,8.2
009103,8.3
009105,8.3
009107,8.7
009108,8.2
009111,8.0
009112,8.4
009114,8.2
009115,8.3
009117,8.4
009119,8.2
009121,8.5
009124,8.2
009125,8.2
009126,8.3
009129,8.4
009130,8.2
009131,8.3
009132,8.2
009133,8.2
009134,8.4
009135,8.3
009137,8.3
009140,8.2
009142,8.3
009143,8.3
009144,8.4
009145,8.3
009146,8.4
009147,8.4
009148,8.4
009149,8.3
009150,8.4
009152,8.3
009153,8.3
009154,8.3
009155,8.3
009157,8.2
009159,8.3
009160,8.2
009163,8.1
009164,8.2
009166,8.3
009167,8.3
009169,8.4
009170,8.4
009171,8.1
009172,8.1
009173,8.3
009174,8.1
009175,8.0
009176,8.2
009177,8.3
009179,8.5
009180,8.2
009181,8.2
009182,8.2
009183,8.4
009184,8.3
009186,8.3
009187,8.3
009188,8.1
009189,8.1
009190,8.4
009191,8.2
009192,8.1
009193,8.2
009195,8.2
009196,8.2
